period,seriesId,seriesDescription,stateId/0,stateDescription,value,unit
2019,JFACD,Jet fuel price in the transportation sector,CO,Colorado,14.64,Dollars per million Btu
2020,NUETD,"Nuclear fuel average price, all sectors",CO,Colorado,0,Dollars per million Btu
2019,WDICB,Wood energy consumed by the industrial sector,CO,Colorado,467,Billion Btu
2019,WDRSB,Wood energy consumed in the residential sector at a cost,CO,Colorado,5606,Billion Btu
2019,WWTXB,Wood and waste total end-use consumption,CO,Colorado,15730,Billion Btu
2019,WWTCD,"Wood and waste average price, all sectors",CO,Colorado,8.85,Dollars per million Btu
2021,ELISP,Net interstate flow of electricity (negative indicates flow out of state),CO,Colorado,2600,Million kilowatthours
2021,HVGBP,Conventional hydroelectric power generating units net summer capacity in all sectors,CO,Colorado,691,Thousand kilowatts
2019,JFTCP,Jet fuel total consumption,CO,Colorado,13770,Thousand barrels
2019,RFTCP,Residual fuel oil total consumption,CO,Colorado,0,Thousand barrels
2019,KSRCP,Kerosene consumed by the residential sector,CO,Colorado,2,Thousand barrels
2019,NGACD,Natural gas price in the transportation sector,CO,Colorado,13.31,Dollars per million Btu
2019,NGICB,Natural gas consumed by the industrial sector (including supplemental gaseous fuels),CO,Colorado,179221,Billion Btu
2019,HYCCB,Hydropower consumed by the commercial sector,CO,Colorado,45,Billion Btu
2019,GETXB,Geothermal energy total end-use consumption,CO,Colorado,759,Billion Btu
2019,NGACP,Natural gas consumed by the transportation sector,CO,Colorado,12708,Million cubic feet
2019,JFTCV,Jet fuel total expenditures,CO,Colorado,1143.4,Million dollars
2019,JFACP,Jet fuel consumed by the transportation sector,CO,Colorado,13770,Thousand barrels
2020,NUETB,"Nuclear energy consumed for electricity generation, total",CO,Colorado,0,Billion Btu
2021,TETCD,Total energy average price,CO,Colorado,20.63,Dollars per million Btu
2019,NGICV,Natural gas expenditures in the industrial sector (including supplemental gaseous fuels),CO,Colorado,466,Million dollars
2019,NGICP,Natural gas consumed by the industrial sector (including supplemental gaseous fuels),CO,Colorado,166044,Million cubic feet
2019,HYTCP,Hydroelectricity total net generation,CO,Colorado,1811,Million kilowatthours
2019,SOTGP,Solar thermal and photovoltaic electricity total net generation,CO,Colorado,1852,Million kilowatthours
2019,SOICB,Solar energy consumed by the industrial sector,CO,Colorado,8,Billion Btu
2019,SOCCB,Solar energy consumed by the commercial sector,CO,Colorado,804,Billion Btu
2019,NGSCB,Natural gas total consumption adjusted for process fuel,CO,Colorado,462592,Billion Btu
2019,JFTXP,Jet fuel total end-use consumption,CO,Colorado,13770,Thousand barrels
2019,JFTXV,Jet fuel total end-use expenditures,CO,Colorado,1143.4,Million dollars
2020,NUEGB,Nuclear energy consumed for electricity generation by the electric power sector,CO,Colorado,0,Billion Btu
2021,NGTPP,Natural gas total consumption (including supplemental gaseous fuels) per capita,CO,Colorado,83.2,Thousand cubic feet
2019,NGRCB,"Natural gas delivered to the residential sector, used as consumption (including supplemental gaseous fuels)",CO,Colorado,154016,Billion Btu
2019,NGRCP,"Natural gas delivered to the residential sector, used as consumption (including supplemental gaseous fuels)",CO,Colorado,142692,Million cubic feet
2021,NUETV,Nuclear fuel total expenditures,CO,Colorado,0,Million dollars
2021,PERCD,Primary energy average price in the residential sector,CO,Colorado,9.84,Dollars per million Btu
2019,WDRXB,Wood energy consumed in the residential sector at no cost,CO,Colorado,7710,Billion Btu
2019,WDTCB,Wood energy total consumption,CO,Colorado,16972,Billion Btu
2019,WWICV,Wood and waste expenditures in the industrial sector,CO,Colorado,.8,Million dollars
2021,TNCCB,End-use energy consumption in the commercial sector,CO,Colorado,151272,Billion Btu
2019,REGBP,Renewable energy total generating units net summer capacity in all sectors,CO,Colorado,5077,Thousand kilowatts
2019,HVGBP,Conventional hydroelectric power generating units net summer capacity in all sectors,CO,Colorado,684,Thousand kilowatts
2019,DFICV,Distillate fuel oil expenditures in the industrial sector,CO,Colorado,507.6,Million dollars
2019,WYTCB,Wind energy total consumption,CO,Colorado,37028,Billion Btu
2019,GEICB,Geothermal energy consumed by the industrial sector,CO,Colorado,266,Billion Btu
2020,REGBP,Renewable energy total generating units net summer capacity in all sectors,CO,Colorado,6111,Thousand kilowatts
2021,LOCCB,The commercial sector's share of electrical system energy losses,CO,Colorado,98583,Billion Btu
2019,WDRCD,Wood price in the residential sector,CO,Colorado,11.46,Dollars per million Btu
2021,TEGDS,Energy expenditures as percent of current-dollar GDP,CO,Colorado,4.63,Percent
2021,TETGR,Total energy consumption per dollar of real gross domestic product (GDP),CO,Colorado,3.42,Thousand Btu per chained (2017) dollar
2019,DFRFB,Distillate fuel oil consumed as refinery fuel,CO,Colorado,12,Billion Btu
2021,TNRSB,"Total net energy consumed by the residential sector, adjusted for process fuel, intermediate products, and fuels with no direct cost",CO,Colorado,228742,Billion Btu
2020,NUGBP,Nuclear generating units net summer capacity in all sectors,CO,Colorado,0,Thousand kilowatts
2019,WWCCB,Wood and waste consumed in the commercial sector,CO,Colorado,1922,Billion Btu
2019,NUGBP,Nuclear generating units net summer capacity in all sectors,CO,Colorado,0,Thousand kilowatts
2020,CLGBP,Coal generating units net summer capacity in all sectors,CO,Colorado,4206,Thousand kilowatts
2021,WWICV,Wood and waste expenditures in the industrial sector,CO,Colorado,.8,Million dollars
2021,WWTXB,Wood and waste total end-use consumption,CO,Colorado,10655,Billion Btu
2019,NGASB,Natural gas consumed by the transportation sector adjusted for process fuel,CO,Colorado,1983,Billion Btu
2019,WWISB,Wood and waste energy consumed in the industrial sector at a cost,CO,Colorado,251,Billion Btu
2019,WWCCV,Wood and waste expenditures in the commercial sector,CO,Colorado,9.3,Million dollars
2021,PEASB,"Primary energy consumed by the transportation sector, adjusted for process fuel, intermediate products, and fuels with no direct cost",CO,Colorado,423796,Billion Btu
2021,PERCV,Primary energy total expenditures in the residential sector,CO,Colorado,1557.9,Million dollars
2019,JFTCB,Jet fuel total consumption,CO,Colorado,78077,Billion Btu
2019,JFACB,Jet fuel consumed by the transportation sector,CO,Colorado,78077,Billion Btu
2021,TEACB,Total energy consumption in the transportation sector,CO,Colorado,433434,Billion Btu
2021,WWCCB,Wood and waste consumed in the commercial sector,CO,Colorado,1892,Billion Btu
2021,WSTCB,Waste energy total consumption,CO,Colorado,1082,Billion Btu
2019,HYTXP,"Hydroelectricity, total end-use net generation",CO,Colorado,13,Million kilowatthours
2019,WWICD,Wood and waste price in the industrial sector,CO,Colorado,3.05,Dollars per million Btu
2019,WSEIB,Waste consumed by the electric power sector,CO,Colorado,1070,Billion Btu
2019,WSICB,Waste energy consumed by the industrial sector,CO,Colorado,25,Billion Btu
2019,WWSCB,"Wood and waste energy total consumption, adjusted for fuels with no direct cost",CO,Colorado,9002,Billion Btu
2020,NUEGP,Nuclear electricity net generation in the electric power sector,CO,Colorado,0,Million kilowatthours
2020,NUEGD,Nuclear fuel price in the electric power sector,CO,Colorado,0,Dollars per million Btu
2019,JFTXB,Jet fuel total end-use consumption,CO,Colorado,78077,Billion Btu
2019,JFTXD,"Jet fuel average price, all end-use sectors",CO,Colorado,14.64,Dollars per million Btu
2021,TNCSB,"Total net energy consumed by the commercial sector, adjusted for process fuel, intermediate products, and fuels with no direct cost",CO,Colorado,149514,Billion Btu
2019,BTGBP,Battery storage units net summer capacity in all sectors,CO,Colorado,11,Thousand kilowatts
2021,WWIXB,Wood and waste energy consumed in the industrial sector at no cost,CO,Colorado,242,Billion Btu
2021,WWTXV,Wood and waste total end-use expenditures,CO,Colorado,49.4,Million dollars
2021,WWSCB,"Wood and waste energy total consumption, adjusted for fuels with no direct cost",CO,Colorado,6868,Billion Btu
2019,HYTXB,Hydropower energy total end-use consumption,CO,Colorado,45,Billion Btu
2021,NUETD,"Nuclear fuel average price, all sectors",CO,Colorado,0,Dollars per million Btu
2019,WWIXB,Wood and waste energy consumed in the industrial sector at no cost,CO,Colorado,242,Billion Btu
2019,WWCCD,Wood and waste price in the commercial sector,CO,Colorado,11.46,Dollars per million Btu
2019,WSTCB,Waste energy total consumption,CO,Colorado,1095,Billion Btu
2019,JFTCD,"Jet fuel average price, all sectors",CO,Colorado,14.64,Dollars per million Btu
2019,JFACV,Jet fuel expenditures in the transportation sector,CO,Colorado,1143.4,Million dollars
2019,WWEIB,Wood and waste consumed by the electric power sector,CO,Colorado,2337,Billion Btu
2019,WDCCB,Wood energy consumed by the commercial sector,CO,Colorado,1922,Billion Btu
2020,BTGBP,Battery storage units net summer capacity in all sectors,CO,Colorado,9,Thousand kilowatts
2019,RFACD,Residual fuel oil price in the transportation sector,CO,Colorado,0,Dollars per million Btu
2019,NGCCP,"Natural gas delivered to the commercial sector, used as consumption (including supplemental gaseous fuels)",CO,Colorado,61755,Million cubic feet
2019,SFCCB,Supplemental gaseous fuels consumed by the commercial sector,CO,Colorado,841,Billion Btu
2019,NGRFB,Natural gas consumed as refinery fuel,CO,Colorado,5140,Billion Btu
2021,NUEGB,Nuclear energy consumed for electricity generation by the electric power sector,CO,Colorado,0,Billion Btu
2021,NUEGV,Nuclear fuel expenditures in the electric power sector,CO,Colorado,0,Million dollars
2021,TPOPP,Resident population including Armed Forces,CO,Colorado,5812,Thousand
2021,PEACD,Primary energy average price in the transportation sector,CO,Colorado,24.37,Dollars per million Btu
2020,NUETV,Nuclear fuel total expenditures,CO,Colorado,0,Million dollars
2020,NUEGV,Nuclear fuel expenditures in the electric power sector,CO,Colorado,0,Million dollars
2021,PEICV,Primary energy total expenditures in the industrial sector,CO,Colorado,1790.7,Million dollars
2021,ELISB,Net interstate flow of electricity and associated losses (negative indicates flow out of state),CO,Colorado,22305,Billion Btu
2021,FFGBP,Fossil fuel total generating units net summer capacity in all sectors,CO,Colorado,10925,Thousand kilowatts
2019,SOCCP,Solar thermal and photovoltaic electricity net generation in the commercial sector,CO,Colorado,236,Million kilowatthours
2019,GETCB,Geothermal energy total consumption,CO,Colorado,759,Billion Btu
2021,PEEID,Primary energy average price in the electric power sector,CO,Colorado,3.58,Dollars per million Btu
2019,ELGBP,Total (all fuels) electric generating units net summer capacity in all sectors,CO,Colorado,16592,Thousand kilowatts
2021,TECCB,Total energy consumption in the commercial sector,CO,Colorado,249854,Billion Btu
2021,NUEGD,Nuclear fuel price in the electric power sector,CO,Colorado,0,Dollars per million Btu
2019,WWTXV,Wood and waste total end-use expenditures,CO,Colorado,74.3,Million dollars
2019,WDRCV,Wood expenditures in the residential sector,CO,Colorado,64.2,Million dollars
2019,WDEIB,Wood consumed by the electric power sector,CO,Colorado,1267,Billion Btu
2019,CLGBP,Coal generating units net summer capacity in all sectors,CO,Colorado,4340,Thousand kilowatts
2019,DFACV,Distillate fuel oil expenditures in the transportation sector,CO,Colorado,1909.9,Million dollars
2019,HYICB,Hydropower consumed by the industrial sector,CO,Colorado,0,Billion Btu
2019,HYEGP,Hydroelectricity net generation in the electric power sector,CO,Colorado,1798,Million kilowatthours
2021,WWCCV,Wood and waste expenditures in the commercial sector,CO,Colorado,9.1,Million dollars
2021,TETPB,Total energy consumption per capita,CO,Colorado,239,Million Btu
2020,WWISB,Wood and waste energy consumed in the industrial sector at a cost,CO,Colorado,251,Billion Btu
2021,SOGBP,Solar generating units net summer capacity in all sectors,CO,Colorado,1060,Thousand kilowatts
2021,TEIPB,Total energy consumption per capita in the industrial sector,CO,Colorado,64.2,Million Btu
2021,TNASB,"Total net energy consumed by the transportation sector, adjusted for process fuel, intermediate products, and fuels with no direct cost",CO,Colorado,424098,Billion Btu
2021,TNRCB,End-use energy consumption in the residential sector,CO,Colorado,235240,Billion Btu
2021,TECCV,Total energy expenditures in the commercial sector,CO,Colorado,3065.8,Million dollars
2020,NGGBP,Natural gas generating units net summer capacity in all sectors,CO,Colorado,6561,Thousand kilowatts
2019,RFCCV,Residual fuel oil expenditures in the commercial sector,CO,Colorado,0,Million dollars
2021,WWICB,Wood and waste consumed in the industrial sector,CO,Colorado,492,Billion Btu
2019,BMTCB,Biomass total consumption,CO,Colorado,47807,Billion Btu
2019,WWTCB,Wood and waste total consumption,CO,Colorado,18067,Billion Btu
2021,TETCB,Total energy consumption,CO,Colorado,1388934,Billion Btu
2020,ELGBP,Total (all fuels) electric generating units net summer capacity in all sectors,CO,Colorado,17632,Thousand kilowatts
2021,TETXV,Total end-use energy expenditures,CO,Colorado,20623,Million dollars
2021,TEICB,Total energy consumption in the industrial sector,CO,Colorado,372958,Billion Btu
2021,TERFB,Total energy used as refinery fuel and intermediate products,CO,Colorado,16560,Billion Btu
2020,GEGBP,Geothermal generating units net summer capacity in all sectors,CO,Colorado,0,Thousand kilowatts
2021,TETCV,Total energy expenditures,CO,Colorado,20623,Million dollars
2021,GDPRV,Current-dollar gross domestic product (GDP),CO,Colorado,445835.7,Million dollars
2021,BTGBP,Battery storage units net summer capacity in all sectors,CO,Colorado,10,Thousand kilowatts
2021,OJGBP,Other gases generating units net summer capacity in all sectors,CO,Colorado,3,Thousand kilowatts
